review_overall,review_aroma,review_appearance,review_palate,review_taste,cluster
4.0,3.5,3.0,3.0,4.0,239
3.5,4.0,3.5,3.0,3.5,295
3.0,2.5,4.0,2.5,3.5,65
3.0,4.5,3.5,3.0,2.5,-1
4.0,4.0,5.0,4.0,4.0,17
4.5,4.0,4.0,4.0,4.0,25
4.0,4.0,3.0,4.0,3.5,710
4.5,4.5,4.5,4.5,4.5,59
4.0,4.0,4.0,4.5,4.5,86
4.5,4.0,4.0,4.0,4.0,25
4.5,4.5,4.0,4.0,4.0,7
4.0,4.5,4.5,4.0,4.5,9
3.5,3.5,3.5,4.0,4.0,322
3.0,3.0,3.0,3.5,2.5,970
2.5,2.5,3.0,2.0,2.5,675
4.5,4.0,4.5,4.0,5.0,686
4.0,4.0,4.0,4.5,4.5,86
3.0,3.0,4.5,4.0,3.0,650
3.5,3.0,3.5,4.0,3.0,821
2.0,1.5,2.0,1.5,1.5,66
3.5,3.0,3.0,3.0,3.0,415
4.0,3.5,3.5,4.0,3.5,159
4.0,4.0,3.5,4.0,3.5,167
4.0,4.0,4.0,4.0,4.0,49
4.0,3.5,3.0,4.0,3.5,222
5.0,4.0,5.0,5.0,5.0,713
4.0,4.0,4.0,3.5,4.0,194
4.0,4.0,4.0,3.5,4.0,194
4.0,4.0,4.0,4.0,4.0,49
3.5,4.0,4.0,4.0,4.0,79
4.5,4.0,4.0,4.0,3.5,163
4.5,4.0,4.0,4.0,4.5,131
5.0,4.5,5.0,4.5,5.0,756
4.5,4.0,4.5,5.0,4.5,271
3.0,3.5,4.0,3.0,3.0,284
3.5,3.5,4.0,3.5,3.5,6
3.0,3.5,4.5,3.5,3.0,-1
4.0,4.5,4.5,4.0,4.5,9
4.5,4.0,4.0,4.0,4.5,131
4.5,4.0,4.5,4.0,4.0,82
4.0,4.5,4.0,4.0,4.0,8
4.0,3.5,3.5,3.5,3.5,13
4.0,3.5,4.0,3.0,2.5,-1
4.0,4.5,4.5,4.0,4.5,9
4.0,4.5,4.0,4.5,4.5,148
4.5,4.0,4.0,4.0,4.0,25
3.0,3.0,2.0,2.5,3.0,-1
4.0,4.0,4.5,4.0,4.0,12
4.0,4.0,4.0,4.5,4.5,86
4.5,4.0,3.0,3.5,3.0,-1
3.5,4.5,4.0,4.0,4.0,88
4.0,3.5,4.5,5.0,4.0,-1
4.0,3.0,4.5,4.5,4.5,1021
3.0,3.0,4.0,3.0,3.5,534
3.5,4.0,3.5,4.0,3.0,657
4.5,4.0,4.0,4.0,4.0,25
4.0,4.0,4.0,3.5,4.5,101
4.5,4.5,4.0,4.5,4.5,153
4.5,4.0,4.5,4.0,4.0,82
4.0,5.0,4.0,4.5,4.0,417
1.0,1.0,2.5,1.5,1.5,-1
4.5,4.0,4.0,4.0,4.5,131
5.0,5.0,5.0,5.0,5.0,0
4.5,4.0,4.5,4.5,4.5,136
4.5,4.5,4.5,4.5,5.0,220
2.0,3.0,4.0,2.0,2.0,639
2.0,3.0,3.5,2.0,3.0,-1
2.0,3.5,4.0,3.0,3.0,1169
4.5,5.0,4.5,4.5,4.5,120
4.5,3.5,3.5,3.5,4.0,578
1.5,3.0,3.5,2.5,1.5,1132
3.5,4.0,4.5,3.5,3.5,436
3.5,3.5,4.0,4.5,4.0,664
4.0,4.0,3.5,4.0,4.0,35
4.0,4.0,3.5,4.0,4.5,138
3.5,4.0,4.0,4.0,4.5,467
4.5,4.0,4.0,4.5,4.0,192
4.0,4.5,4.0,4.0,4.5,70
1.0,2.5,2.0,1.0,1.0,-1
3.0,3.5,4.0,4.0,3.5,72
3.5,3.0,4.0,3.0,3.5,168
5.0,4.0,4.5,4.5,5.0,282
1.0,1.0,4.0,4.0,2.0,-1
4.5,4.5,4.0,4.0,4.5,5
4.0,4.0,3.5,4.0,4.0,35
4.0,4.0,4.5,4.5,4.0,57
3.0,3.5,3.5,2.5,2.5,464
4.0,4.0,4.0,4.0,4.5,34
4.5,4.0,4.0,3.5,4.0,125
2.0,4.0,4.0,2.5,2.5,-1
4.5,4.5,4.5,4.5,4.5,59
4.0,4.0,4.0,2.5,3.0,-1
3.5,4.5,4.0,4.0,4.5,77
3.5,2.0,4.0,2.0,2.5,-1
1.0,1.5,1.5,1.5,1.5,1159
4.0,4.5,4.5,4.0,4.0,46
4.5,4.5,4.0,4.0,4.0,7
4.0,4.5,4.0,3.5,4.0,21
4.0,4.5,4.5,4.5,4.5,371
4.0,4.5,5.0,3.5,3.5,1170
3.5,4.0,3.5,4.0,3.5,207
3.5,3.0,4.0,3.5,3.5,255
3.5,3.0,4.0,3.5,3.5,255
4.0,4.0,4.5,4.5,4.0,57
4.5,4.0,4.0,4.0,3.5,163
4.0,4.5,4.0,3.5,4.0,21
4.0,4.5,4.5,4.0,4.5,9
2.0,1.5,2.0,1.5,2.0,152
4.0,3.0,3.5,4.5,3.5,964
4.0,4.0,4.0,4.5,4.0,122
3.0,3.5,4.5,3.5,3.5,190
2.0,2.5,3.5,2.5,2.5,1033
2.0,2.0,3.0,2.0,2.0,359
4.5,3.5,4.0,4.5,4.5,74
4.5,3.0,3.0,4.0,4.0,692
3.5,4.0,4.0,3.5,4.0,89
4.0,3.5,4.0,4.0,3.5,16
4.0,3.5,4.5,4.0,4.0,71
5.0,4.5,4.0,4.5,4.0,1085
3.5,3.5,3.5,3.0,3.0,128
4.0,3.5,4.5,3.5,4.0,233
5.0,4.0,4.0,4.0,4.0,343
3.0,3.5,4.0,3.5,4.0,414
4.0,4.0,3.5,4.0,4.5,138
3.5,3.0,3.5,3.5,3.5,14
2.0,4.0,4.5,2.5,3.0,-1
1.5,3.5,3.5,3.0,2.0,-1
4.5,4.0,4.0,4.5,4.5,135
3.5,5.0,4.5,4.5,4.5,-1
3.0,3.0,3.0,4.0,2.5,-1
4.0,5.0,4.5,4.0,4.5,690
3.5,3.0,4.0,3.5,4.0,865
3.5,4.0,4.0,4.0,3.5,90
4.5,4.5,4.0,5.0,4.5,659
4.0,4.0,3.5,3.5,3.5,278
4.0,4.0,3.5,4.0,3.5,167
3.0,3.5,3.0,4.0,4.0,-1
3.5,3.0,4.5,2.0,4.0,-1
4.0,4.5,4.0,4.5,4.0,203
3.5,3.5,4.0,3.0,4.0,205
1.5,2.0,2.0,1.5,1.5,1041
4.0,3.0,4.5,4.0,4.0,762
3.5,3.5,4.0,3.5,3.5,6
4.0,4.0,4.0,3.5,3.5,177
4.5,4.5,5.0,4.5,5.0,100
3.0,4.0,3.5,3.5,3.5,568
4.0,4.0,4.0,4.0,4.0,49
4.0,3.5,4.0,3.5,4.0,164
4.5,3.0,4.0,4.0,4.0,603
4.0,3.5,4.0,4.0,4.0,124
3.5,4.5,4.5,4.5,4.5,653
3.5,3.5,4.0,4.0,3.0,829
2.5,2.0,4.0,4.0,2.5,1155
3.0,3.5,3.0,4.0,3.0,1005
4.5,4.0,4.0,3.5,3.5,157
2.0,2.0,1.0,1.5,1.5,-1
4.0,4.5,4.5,4.0,4.5,9
3.5,3.5,3.5,3.0,3.5,30
3.5,4.0,4.0,3.5,3.5,51
4.0,4.0,4.0,4.5,4.0,122
4.5,3.5,4.0,4.0,4.0,186
3.5,3.0,5.0,3.5,3.5,-1
5.0,3.0,4.0,3.5,4.5,-1
4.5,4.0,4.0,4.0,4.0,25
1.5,1.0,1.5,1.5,1.5,-1
3.5,2.5,4.0,4.0,3.5,571
4.0,4.0,4.5,3.5,4.5,451
4.0,3.5,4.0,4.0,4.0,124
4.0,3.5,4.5,3.5,4.5,-1
3.5,3.5,3.5,4.0,3.5,470
4.5,4.5,4.0,5.0,4.5,659
3.5,4.0,3.0,3.5,3.5,683
4.0,3.0,4.0,3.5,4.0,616
3.0,3.5,4.0,3.0,2.5,1171
4.5,4.5,4.5,4.5,4.5,59
4.5,4.0,4.5,4.5,4.0,50
4.0,4.0,4.0,4.0,4.0,49
4.5,4.5,3.5,4.5,4.0,462
4.0,4.5,4.5,4.0,4.5,9
3.5,4.5,3.5,3.0,4.0,974
4.0,4.0,3.5,4.0,4.0,35
2.0,1.5,1.5,1.5,1.5,-1
3.0,3.5,4.0,4.0,3.5,72
5.0,5.0,4.0,5.0,4.0,878
4.5,4.0,3.5,3.5,3.5,738
4.5,4.5,4.0,4.0,4.5,5
4.5,4.5,4.0,5.0,5.0,501
4.0,3.5,4.5,4.0,4.5,450
4.0,3.5,4.0,4.0,3.5,16
2.5,3.0,3.0,2.5,2.5,429
4.5,4.0,4.0,4.0,4.5,131
4.0,4.0,4.0,4.0,4.0,49
3.5,3.5,3.5,3.0,3.5,30
3.0,4.0,3.5,3.5,3.5,568
4.0,4.5,4.0,4.0,4.0,8
4.0,4.5,5.0,4.5,4.0,1050
3.5,3.5,3.5,4.0,4.0,322
4.0,4.0,4.5,4.0,4.0,12
4.5,4.0,3.5,5.0,4.5,1035
4.0,3.5,4.0,3.5,4.0,164
4.0,3.0,3.0,4.0,3.0,484
3.5,4.0,3.0,3.0,3.5,975
3.5,3.0,3.0,3.0,3.5,29
3.0,3.0,3.0,3.0,3.0,92
2.5,4.0,3.0,3.5,4.0,-1
4.0,3.0,3.0,4.0,4.0,201
4.5,4.5,3.0,4.0,3.5,-1
4.0,4.5,3.5,4.5,4.0,326
3.5,4.0,4.0,4.0,4.5,467
4.5,4.0,4.0,4.0,4.0,25
5.0,2.5,4.5,4.0,5.0,-1
4.0,4.0,4.0,4.0,4.0,49
4.0,4.5,3.0,4.0,4.0,543
4.5,3.0,4.0,3.0,3.5,1001
4.5,4.0,4.0,4.5,4.5,135
4.5,4.5,4.5,4.5,4.5,59
3.5,4.0,4.0,3.5,4.0,89
4.0,4.5,4.0,4.0,4.5,70
4.5,4.0,3.5,4.0,4.0,244
3.0,3.5,3.5,3.0,3.0,458
4.0,4.5,4.0,3.5,5.0,-1
3.5,4.0,4.0,3.0,3.5,117
3.5,3.5,4.5,4.0,3.5,707
4.5,4.5,4.5,4.5,4.5,59
4.0,4.5,4.0,4.0,5.0,662
4.0,5.0,4.0,4.0,4.0,667
4.5,4.0,5.0,4.5,4.5,679
4.5,4.0,4.0,4.5,4.0,192
4.0,2.5,4.0,4.0,3.5,855
3.0,2.5,3.5,2.5,2.5,511
3.0,4.0,3.5,3.0,3.5,869
3.5,3.5,4.0,3.5,3.5,6
3.0,3.0,3.0,3.0,3.0,92
4.0,4.0,4.0,3.0,4.0,260
4.5,4.5,3.0,4.0,4.0,770
4.0,4.0,4.5,5.0,4.0,627
3.5,3.5,4.0,4.0,3.5,2
4.0,3.0,3.5,4.0,4.0,247
4.0,4.0,3.5,4.0,3.5,167
4.0,4.0,5.0,4.0,4.0,17
3.5,4.0,3.5,4.0,4.0,184
4.0,4.0,4.0,3.0,3.0,950
4.0,3.0,4.5,3.0,3.5,884
4.5,4.5,4.5,4.5,4.5,59
4.5,3.0,4.0,4.5,3.0,-1
1.0,3.0,5.0,3.5,3.5,-1
3.0,2.5,3.0,3.0,3.0,58
4.5,3.5,4.0,4.0,4.0,186
4.5,4.5,4.0,4.0,4.5,5
4.5,3.5,4.0,3.5,3.5,410
4.0,4.5,4.5,4.0,5.0,513
4.0,4.0,4.5,4.5,4.0,57
4.0,4.0,4.0,3.5,4.0,194
3.5,3.5,4.0,3.5,3.5,6
5.0,4.5,4.5,4.5,4.5,85
4.0,4.0,4.0,4.5,4.5,86
3.5,3.0,3.5,3.5,3.5,14
2.0,3.0,3.0,2.5,2.5,474
4.5,4.5,5.0,5.0,4.5,424
2.5,2.5,3.5,3.5,2.5,176
5.0,4.0,4.0,4.0,4.5,171
2.5,3.0,3.5,2.5,3.0,-1
3.5,2.5,3.0,2.5,3.0,873
3.5,3.5,4.0,4.0,3.5,2
2.5,3.5,3.5,3.5,3.5,1154
5.0,4.5,3.5,4.5,5.0,-1
3.0,2.5,3.5,3.5,3.0,621
4.0,4.0,4.5,4.0,4.0,12
4.0,3.5,4.0,4.0,4.0,124
3.0,3.0,2.5,2.5,3.5,605
3.5,3.0,3.5,3.0,3.0,570
4.0,4.0,4.0,4.5,4.5,86
4.0,4.0,3.5,3.5,4.0,81
4.0,3.5,3.5,3.5,4.0,150
3.5,3.5,4.5,3.0,2.0,-1
4.0,3.0,3.0,3.0,3.5,956
4.0,4.5,4.5,4.5,4.5,371
4.5,4.0,3.5,4.0,4.5,336
4.0,4.0,3.5,4.0,4.0,35
4.5,4.5,4.0,4.5,4.5,153
4.0,4.0,4.0,4.0,4.5,34
3.0,4.0,4.0,3.5,3.0,784
4.5,4.0,4.0,5.0,4.5,393
4.5,4.5,4.0,4.5,4.5,153
3.5,3.0,3.5,3.5,3.0,75
4.0,4.0,3.5,3.0,3.0,1153
3.5,2.5,3.5,4.0,4.0,1163
4.0,3.5,4.0,3.5,3.5,123
5.0,4.5,4.5,4.0,4.0,920
4.0,3.0,4.0,4.0,4.0,235
5.0,4.5,4.5,4.5,4.0,471
4.0,4.0,4.5,4.5,3.5,353
4.0,3.5,3.5,4.0,3.5,159
3.0,3.0,3.5,3.0,3.5,747
4.0,4.0,4.0,4.0,4.0,49
3.0,4.0,4.5,4.0,4.0,250
4.0,3.5,4.0,4.0,3.5,16
4.5,5.0,4.0,4.0,5.0,502
3.5,4.0,4.0,4.5,3.5,379
2.5,3.0,3.0,3.0,2.5,392
3.5,3.0,3.0,3.5,3.5,482
3.5,3.0,4.0,4.0,3.5,11
2.5,3.0,2.5,2.5,2.5,-1
4.0,4.0,4.5,4.0,3.5,236
4.0,3.5,4.5,4.0,4.0,71
4.5,4.0,4.0,4.0,4.0,25
3.0,3.5,4.0,3.0,3.0,284
4.0,4.5,4.0,4.0,4.5,70
4.5,4.5,4.0,4.0,4.5,5
4.5,4.5,4.0,4.5,4.5,153
4.5,4.0,4.5,4.0,4.5,99
4.5,3.5,3.5,4.0,4.5,527
4.0,5.0,4.0,4.0,4.0,667
4.5,4.0,4.5,4.0,4.5,99
2.0,1.0,4.0,3.0,1.5,-1
4.5,4.5,4.5,4.5,4.5,59
5.0,4.5,4.5,5.0,5.0,495
3.0,3.0,3.0,2.5,3.0,406
5.0,5.0,4.5,5.0,4.0,-1
4.0,4.0,3.5,4.5,4.0,493
3.5,4.0,3.5,3.5,4.0,228
4.0,4.0,4.0,4.0,3.5,38
3.5,3.5,4.0,3.5,3.0,140
5.0,4.0,4.5,4.5,4.5,91
3.5,3.5,4.0,4.0,3.5,2
4.0,3.5,4.0,4.0,4.0,124
3.5,3.5,4.0,3.5,4.0,357
3.5,4.0,4.0,4.0,3.5,90
4.0,3.0,3.0,4.0,3.5,323
4.0,4.0,4.5,4.0,4.0,12
5.0,4.5,4.5,4.5,4.5,85
4.5,4.0,4.0,4.0,4.0,25
4.0,4.0,5.0,4.5,4.0,489
4.0,4.0,4.0,4.0,4.0,49
4.5,4.0,4.5,4.0,4.5,99
4.0,3.5,4.0,4.0,3.5,16
4.5,4.5,4.5,4.5,5.0,220
4.0,3.5,3.0,4.0,4.0,187
4.0,3.5,4.5,3.5,4.0,233
4.5,4.0,4.0,4.0,4.0,25
3.5,3.5,3.5,3.5,3.5,134
4.0,4.0,4.0,4.0,3.5,38
4.0,4.5,4.0,4.5,4.0,203
2.0,2.0,3.0,2.5,2.0,1150
3.5,2.5,3.5,3.0,3.0,991
3.5,4.0,4.5,4.0,4.0,93
4.5,4.0,4.0,4.0,4.5,131
3.5,4.5,4.0,3.5,4.0,288
3.5,4.0,4.5,4.0,4.0,93
4.5,4.5,4.0,4.0,4.5,5
4.5,4.0,3.5,4.5,4.0,269
4.0,4.0,3.5,3.5,4.0,81
4.0,4.0,4.0,4.5,4.0,122
4.0,3.5,3.0,4.0,4.0,187
3.5,3.5,3.5,3.5,3.5,134
3.0,3.5,3.5,2.5,3.0,793
3.0,3.0,3.5,3.0,3.0,80
4.0,4.5,5.0,4.5,5.0,689
4.0,4.0,4.0,3.5,3.5,177
3.0,3.5,3.5,3.5,3.5,23
4.5,4.5,4.0,4.5,4.5,153
4.0,3.0,4.0,2.5,3.5,-1
3.5,3.5,4.0,4.0,3.5,2
4.5,4.0,4.0,4.0,4.5,131
5.0,5.0,4.5,5.0,5.0,519
4.5,3.0,3.5,4.0,4.5,969
4.5,4.0,3.0,4.0,4.0,597
4.5,4.0,4.0,4.0,4.5,131
4.5,3.5,4.0,4.5,4.0,607
3.0,3.5,4.0,3.0,3.0,284
4.5,3.5,4.0,3.5,4.5,272
5.0,4.5,5.0,5.0,5.0,126
3.5,4.5,4.5,3.5,4.0,209
4.0,4.0,4.0,4.0,4.0,49
4.5,4.0,4.0,4.0,4.0,25
3.0,2.0,3.0,2.5,2.5,342
4.5,4.5,4.5,4.0,4.5,60
4.5,4.5,4.0,4.0,4.5,5
2.5,3.0,3.5,3.0,2.5,968
1.5,2.0,2.0,1.5,2.0,1094
2.0,3.5,4.0,2.0,2.5,-1
4.5,4.5,4.0,4.0,4.5,5
3.5,3.0,4.0,3.0,3.0,183
2.5,2.5,3.5,3.0,2.0,1172
4.0,3.0,3.0,4.0,3.5,323
3.5,4.5,4.0,4.0,4.5,77
4.0,3.5,3.5,3.5,4.0,150
3.5,3.0,4.0,4.0,3.5,11
4.5,4.0,4.0,4.0,4.5,131
4.0,4.0,4.5,4.0,4.0,12
4.5,4.5,4.0,4.0,4.5,5
4.0,3.5,3.5,3.5,4.0,150
5.0,4.0,4.5,5.0,4.0,426
3.5,4.5,3.5,4.0,3.5,656
3.0,4.0,4.5,3.0,2.5,-1
2.0,4.0,3.0,4.0,4.0,-1
4.0,4.0,3.5,3.5,4.0,81
4.5,4.0,4.5,4.5,5.0,365
4.0,3.0,4.5,4.0,3.0,988
4.0,3.5,3.5,4.0,4.0,26
4.5,3.0,4.0,4.0,4.5,243
4.0,4.5,4.5,4.0,4.0,46
4.5,4.5,4.0,4.0,4.5,5
4.0,4.0,4.5,3.0,4.0,355
4.0,3.0,3.5,2.5,3.0,-1
4.5,3.0,3.5,4.0,4.0,20
4.0,4.0,4.5,3.5,4.0,94
4.0,4.5,4.0,4.0,5.0,662
3.5,3.5,4.0,3.5,3.5,6
3.0,3.5,4.0,3.5,3.5,384
4.0,4.0,4.0,4.0,4.0,49
4.5,4.0,4.0,4.0,4.5,131
3.5,4.5,4.5,4.0,4.0,285
4.5,4.0,4.0,4.5,4.5,135
4.5,4.5,4.5,4.5,4.5,59
4.0,4.0,4.0,3.5,4.0,194
4.0,5.0,4.0,4.0,5.0,84
4.0,4.0,3.5,3.5,3.0,-1
4.0,3.5,4.5,4.0,4.0,71
4.0,3.5,4.0,4.0,3.5,16
4.0,5.0,4.5,4.0,4.0,808
4.5,4.0,5.0,3.5,4.0,1173
4.0,3.5,3.0,4.0,4.0,187
4.0,3.5,4.5,4.0,3.5,360
4.0,4.0,3.0,4.5,4.0,423
4.0,2.0,4.0,4.0,3.0,-1
4.5,4.0,5.0,5.0,4.0,-1
3.5,4.0,3.0,3.0,2.5,-1
4.0,2.0,4.0,4.0,4.0,906
4.0,4.0,4.0,4.0,4.0,49
4.0,4.0,4.5,4.0,4.0,12
3.5,3.0,4.0,4.0,4.0,573
3.0,2.5,4.0,4.0,3.0,860
4.0,4.0,4.0,3.5,4.0,194
4.0,4.0,4.0,4.0,4.5,34
4.0,4.0,5.0,4.5,4.5,740
4.5,4.0,4.0,4.5,4.0,192
3.0,3.5,3.5,3.0,4.0,647
4.0,3.5,4.0,4.0,3.5,16
4.5,4.5,3.5,4.0,4.0,214
2.0,4.0,1.5,1.0,2.0,-1
3.0,4.5,3.5,3.0,4.5,-1
4.0,4.0,4.5,4.0,4.5,10
4.0,3.5,4.0,3.5,4.0,164
5.0,4.0,4.5,4.5,4.0,971
4.0,4.5,4.0,4.0,4.5,70
4.0,3.5,2.5,3.5,4.5,1157
3.5,4.0,4.0,3.5,3.5,51
3.0,3.0,3.0,3.0,3.0,92
4.0,4.5,4.0,4.0,4.0,8
4.5,4.5,4.0,4.0,5.0,734
3.5,3.5,3.0,3.0,3.0,490
4.0,4.0,3.5,4.0,4.5,138
4.0,4.0,4.5,4.0,4.0,12
4.0,5.0,4.0,4.0,4.5,261
3.5,3.0,4.0,3.5,3.5,255
3.5,4.0,4.0,4.0,3.5,90
5.0,3.5,4.0,4.0,4.5,896
4.0,4.0,3.5,3.5,4.0,81
2.5,2.0,2.0,2.5,2.5,604
4.5,5.0,5.0,4.5,4.5,31
2.0,2.0,2.5,2.0,2.0,312
3.5,3.5,2.5,3.5,3.5,889
4.0,4.0,4.5,4.0,4.0,12
4.0,4.0,4.5,4.0,4.0,12
4.0,3.5,3.5,4.0,4.0,26
4.5,4.5,4.0,4.5,4.0,1
4.0,3.5,3.5,3.5,4.0,150
3.5,4.0,3.0,3.5,3.5,683
3.0,2.5,3.0,2.0,2.5,-1
3.0,4.5,3.0,2.5,3.0,-1
4.5,4.0,4.5,5.0,4.5,271
4.5,4.5,4.0,4.5,4.5,153
4.0,3.5,3.5,4.0,4.0,26
4.0,4.0,4.0,4.5,4.0,122
4.0,5.0,4.0,5.0,4.5,983
4.0,3.0,3.0,4.0,4.5,928
4.5,4.5,4.0,4.0,5.0,734
4.0,3.5,4.0,3.0,3.5,581
4.5,4.0,4.0,4.5,4.5,135
4.0,4.0,4.0,4.5,4.5,86
3.5,4.0,3.5,3.5,4.0,228
4.0,2.5,3.0,3.5,3.5,786
4.0,3.5,4.5,4.5,3.5,1122
4.0,4.5,4.0,5.0,4.5,208
2.0,2.0,4.0,3.5,1.5,1174
2.5,2.5,3.0,3.0,1.5,-1
4.0,4.5,4.0,3.5,4.0,21
4.5,4.5,4.5,4.0,4.5,60
4.5,4.0,4.5,5.0,4.5,271
3.5,4.0,4.0,5.0,4.5,1151
4.5,4.5,3.5,4.0,4.5,215
3.5,3.5,3.5,4.0,4.0,322
4.0,3.5,3.5,4.0,4.0,26
4.0,4.0,3.5,4.5,3.5,794
4.5,4.0,4.5,4.5,4.5,136
4.0,4.0,3.5,4.0,4.5,138
4.5,5.0,5.0,5.0,5.0,505
3.5,2.0,3.5,4.0,3.5,-1
4.0,4.0,4.0,4.0,4.0,49
4.5,4.5,4.5,5.0,5.0,395
4.5,4.0,4.0,4.0,4.5,131
5.0,4.0,5.0,3.0,4.5,-1
4.5,4.0,3.5,4.5,4.5,338
5.0,3.5,4.5,4.5,4.0,-1
3.5,4.0,4.0,4.0,4.0,79
3.5,4.0,3.5,3.5,3.5,149
4.0,5.0,4.0,4.0,4.0,667
4.0,3.5,3.5,3.5,3.5,13
4.5,4.0,4.0,4.0,4.5,131
4.0,3.0,3.0,4.0,3.5,323
3.5,2.0,4.0,3.0,4.0,-1
4.0,4.0,4.0,4.0,4.0,49
1.5,1.0,2.5,2.0,1.5,1111
3.5,4.0,4.0,3.5,3.5,51
4.0,4.0,3.5,4.0,4.0,35
3.5,3.5,4.0,3.5,3.5,6
5.0,4.0,4.0,4.0,4.0,343
3.0,4.5,4.0,3.0,2.0,-1
5.0,4.0,4.5,5.0,4.5,608
2.0,2.0,2.0,2.0,2.0,520
4.0,4.0,3.5,4.0,4.5,138
3.0,4.0,4.0,3.0,3.0,240
4.0,4.0,4.0,4.5,4.0,122
4.0,3.0,3.5,3.5,3.5,412
5.0,3.5,4.0,4.0,4.5,896
4.5,4.0,4.0,4.5,4.0,192
2.0,3.5,4.0,3.0,3.0,1169
4.5,4.5,4.0,4.0,4.5,5
4.0,3.5,4.0,4.0,3.5,16
4.0,3.5,4.0,3.5,3.5,123
5.0,4.5,3.5,4.5,4.0,-1
4.0,3.5,3.0,3.5,4.0,54
5.0,3.5,3.0,3.0,4.0,-1
4.0,4.5,4.0,4.0,4.5,70
2.0,1.5,1.0,1.5,1.5,-1
5.0,5.0,5.0,5.0,5.0,0
4.0,3.5,4.5,4.0,5.0,-1
4.0,3.5,4.0,4.0,4.5,142
4.5,4.0,4.0,4.5,5.0,229
4.0,3.5,4.0,4.0,3.5,16
4.5,4.5,4.0,4.5,4.5,153
3.0,2.5,3.5,2.5,2.5,511
4.0,3.5,4.0,4.5,4.0,335
4.5,4.5,4.0,4.0,4.0,7
4.5,4.5,4.5,5.0,4.5,317
4.0,3.0,3.5,4.0,4.0,247
4.5,4.5,5.0,5.0,4.5,424
4.5,3.0,5.0,4.0,4.0,-1
4.0,5.0,4.0,4.5,4.5,331
4.5,3.5,4.0,4.0,4.5,61
4.5,4.5,4.5,4.0,4.0,181
1.5,1.0,2.0,1.5,1.5,-1
4.0,4.5,4.0,4.0,4.5,70
2.0,2.0,3.5,2.5,2.0,447
3.5,3.5,4.0,3.5,3.5,6
4.5,4.5,4.5,4.5,4.0,19
3.0,3.0,3.5,3.5,2.5,544
4.5,4.0,5.0,3.5,4.0,1173
3.0,3.5,4.0,3.5,3.5,384
2.0,2.5,4.0,3.0,2.0,256
4.5,3.5,4.5,4.5,4.0,805
3.5,3.0,3.0,4.0,4.0,311
4.0,4.5,4.0,4.5,4.5,148
3.0,3.0,3.5,3.0,3.0,80
4.5,4.0,4.0,4.5,4.5,135
3.0,3.0,3.0,3.0,3.5,590
3.0,4.0,4.0,3.5,4.0,866
2.0,3.5,3.5,3.0,3.0,1175
4.0,4.5,4.5,4.0,4.0,46
4.5,4.0,4.5,4.0,4.5,99
4.5,4.5,4.0,4.5,4.5,153
3.5,3.5,4.0,4.0,3.0,829
3.5,3.5,3.5,4.0,4.0,322
3.5,3.5,3.0,4.0,4.0,47
4.5,3.5,3.5,4.0,4.0,350
1.5,2.5,1.0,1.5,1.5,-1
3.0,4.5,4.0,3.5,3.5,1104
3.0,2.5,2.5,3.0,2.5,1112
3.5,3.5,3.0,3.0,3.0,490
3.5,3.0,4.0,3.5,3.5,255
3.5,4.0,3.5,3.5,4.0,228
3.5,4.0,4.0,4.0,4.0,79
4.0,3.5,3.0,3.0,3.5,850
4.5,3.5,3.5,4.0,4.5,527
4.0,4.0,4.0,4.0,4.0,49
3.0,3.0,4.0,3.5,2.5,623
1.0,3.0,5.0,3.0,3.5,-1
4.0,4.0,4.5,4.0,4.0,12
4.0,4.0,4.0,3.5,4.0,194
3.5,4.5,3.5,3.0,3.0,-1
3.0,2.5,3.5,3.0,3.5,178
4.5,4.5,4.5,4.0,4.0,181
4.0,4.0,4.0,4.5,3.5,775
4.5,4.5,4.5,4.0,4.5,60
4.5,4.0,3.5,3.5,3.5,738
4.0,3.5,4.0,4.5,3.5,158
4.0,2.5,4.5,3.5,3.5,-1
4.0,3.5,3.5,4.0,3.5,159
4.0,4.0,4.0,4.0,4.0,49
4.0,4.0,4.0,4.0,3.5,38
3.5,4.5,3.5,4.0,4.0,584
4.0,4.5,4.0,4.0,4.5,70
4.5,4.5,4.5,4.5,4.5,59
5.0,4.5,4.5,4.5,4.5,85
4.0,3.5,4.0,4.0,3.5,16
4.0,3.5,4.0,3.5,4.0,164
4.0,3.5,3.0,4.0,4.0,187
3.0,3.0,3.5,2.5,3.0,835
2.5,3.5,4.0,2.5,2.5,1176
4.0,4.5,4.0,4.0,4.0,8
4.5,4.0,3.5,3.5,4.0,22
4.5,4.5,4.0,4.0,5.0,734
3.0,3.0,3.0,2.5,3.0,406
4.0,4.5,5.0,4.5,4.5,638
4.0,3.0,4.0,4.0,4.0,235
3.0,3.0,3.5,3.5,3.0,198
4.5,2.0,4.0,4.0,4.0,1036
4.0,3.5,3.5,3.5,4.0,150
2.0,2.0,3.5,3.5,2.0,-1
4.5,4.5,4.0,3.0,4.0,-1
4.0,4.0,4.5,4.5,4.5,191
4.0,3.5,3.5,4.0,4.0,26
3.5,3.5,4.5,4.0,4.0,518
5.0,4.5,4.0,4.5,4.5,241
4.0,4.5,4.0,4.0,4.0,8
3.5,3.5,3.5,4.0,3.5,470
4.0,4.0,4.5,4.0,4.5,10
3.5,4.0,3.5,3.5,3.5,149
4.5,4.5,3.0,5.0,5.0,-1
